,Column1,fx,fy,fz,area,perimeter,nb_neighbor,aniso
17,56,5.729925000000001,46.85550670000001,6.21856875,21.783696432900356,18.895985231613324,6.0,1.5446848786380951
18,87,5.74138485,31.38088925,14.84980625,16.37571473151719,15.892868328024782,6.0,1.4548164007713331
19,86,5.83535562,35.53928682,11.7846975,19.24249700883212,18.04078928455371,5.0,1.81892798017363
20,14,5.9362023,104.27088318,15.3731175,24.934849174073605,20.752844091369944,5.0,1.9520076308491203
21,46,6.289820528571428,61.88646424285714,3.291326785714286,12.135257163047916,15.304418628214432,7.0,2.279946169558848
22,5,6.354486825,108.05492565,18.85959375,41.94098291659185,24.3195316892557,4.0,1.4784001068844412
23,25,6.4633554,71.71115736,3.60880875,11.158541301149771,14.849296773464308,5.0,2.387840772090596
24,11,6.5321145,89.87196365,8.614246875000001,22.690280057317487,22.643160690353305,6.0,3.013442294957277
25,89,6.632961180000001,24.62492568,22.57034625,28.20619213396933,20.35616220861277,5.0,1.3408759884990522
26,31,7.219705500000001,67.05387432,3.09909,16.423886431953797,17.21965026723538,5.0,2.0146066808034027
27,21,7.334304,84.89915274,6.83023125,16.745610288553625,21.416108809495636,5.0,3.646106650087064
28,23,7.363772185714287,77.92043151428572,4.500088392857143,21.455508869077757,20.322527600705808,7.0,2.428630288831473
29,91,7.43973462,27.31569846,19.24698,19.01457407362409,18.185867933683387,5.0,1.6617442364235184
30,85,7.46265432,55.9011483,3.7107525,10.931618612520571,14.391037627911183,5.0,2.2765243974681706
31,90,7.558917060000001,42.48853986,7.9516125,14.61760126874251,15.670710437202551,5.0,1.8367505571111944
32,72,7.619163128571429,50.99960674285715,4.893299999999999,13.092334661220796,14.563499332495326,7.0,1.785311671817026
33,80,8.15024532,32.839346160000005,14.700288750000002,14.399114059918306,16.20605071063362,5.0,1.992700466550242
34,77,8.34659075,36.79757835,11.740521875,22.272946355058448,20.8789994036196,6.0,2.5123890998534013
35,9,8.3886102,97.41527348571428,12.757532142857142,27.89580406720937,23.25959303064419,7.0,2.278861142508
36,1,8.5948875,109.9992802,22.01985,21.487752871269432,18.345018325312232,3.0,2.552591946312544
37,55,8.74386555,46.04949725,6.388475,13.478700248487364,15.07544074907969,6.0,1.9168400228936504
38,47,8.75074146,58.43606712,3.017535,17.029661573388744,17.36132154236874,5.0,2.109630888785826
39,3,8.862284,103.34874725000002,16.61683125,20.5321935664601,18.98088610700292,6.0,2.3871455511152644
40,37,8.896117842857143,71.17876547142858,2.868988392857143,18.190393146843878,18.513684228177485,7.0,2.232393153855495
41,10,9.1449603,92.3281915,10.29631875,16.54284087686912,22.763148687780824,6.0,4.192483317268624
42,2,9.34741765,107.6920304,20.4567125,29.669600172188566,22.155518153881943,6.0,1.9051319792479555
43,54,9.387254271428572,63.48756900000001,2.330142857142857,17.820077761606544,16.67277628760946,7.0,1.5745544068677042
44,79,9.4581962,29.2073377,18.65570625,21.245889963918728,18.98686298957846,6.0,1.8815348066904711
45,61,9.88985055,41.55341610000001,8.614246875,12.115388898827703,16.86220183585419,4.0,2.995035575658892
46,28,9.966795257142858,86.03073107142858,6.407892857142857,27.430283792091576,21.76415050308344,7.0,2.118952702700771
47,48,10.281122571428572,52.62035695714286,3.97580625,19.67420019920933,18.02865234305316,7.0,1.9133726280818832
48,76,10.8180984,25.71131946,23.406285,24.306324009323877,19.48000224293366,5.0,1.778237136000378
49,34,10.847566585714286,78.81102557142857,3.699101785714286,23.406469399007445,20.551323062855055,7.0,1.9378343730220229
50,15,11.14814208,93.73698906,10.50020625,24.02207106264311,21.94221607317492,5.0,2.6853957952086382
51,63,11.17335375,36.77465865,12.1652875,14.430702761574944,16.63035720405884,6.0,2.195132852763836
52,69,11.260121185714286,31.972981500000003,17.02460625,18.788613887775984,20.2975256822986,7.0,2.737997726089855
53,52,11.3080069875,46.670239125,5.861765625,13.389783890866449,14.716356091177234,8.0,1.6579775132313208
