,Column1,fx,fy,fz,area,perimeter,nb_neighbor,aniso
31,170,6.256582016666667,99.11662725,34.5929125,7.227181071362444,10.666797268130198,6.0,1.634375404135236
32,64,6.3214764,17.779152375000002,37.7956453125,6.57815524581526,11.660318448731491,4.0,2.7531363663385244
33,150,6.645948316666668,98.15466345,24.97621875,22.247843769926824,17.871864705598295,6.0,1.6997875594632756
34,178,6.671578871428571,96.0851324857143,19.76252410714286,27.230995630796222,20.163435608043883,7.0,1.4726398460014087
35,171,6.6879388,89.296580125,11.825475,2.177599858189866,6.86399710261645,4.0,2.198509186422953
36,196,6.7566505,86.69780547142857,9.670092857142858,17.26208621740137,16.044481989128837,7.0,1.3328532163985327
37,134,6.900617871428572,77.28430257142858,4.79135625,21.72569313979693,19.298843955333005,7.0,2.0052469837925955
38,136,6.909343166666667,98.1890193,35.06865,0.5134804105682194,2.947270420703384,3.0,1.427843596107823
39,27,7.054401200000001,26.39903514,16.16827875,38.52598477877682,24.30651000512018,5.0,1.5295391244751475
40,18,7.207093866666667,21.850320600000003,29.3598,16.1122873681266,17.17750672844618,6.0,2.330535166416865
41,94,7.22847084,19.89890832,33.90649125,12.156909473328668,19.62039785562224,5.0,4.730440350821594
42,63,7.291074833333334,65.42499035000002,3.279190625,25.02873256765629,20.53319616680226,6.0,1.868927877244764
43,183,7.3063441,91.73993545714286,14.781843749999998,22.667795614816217,18.58251354917023,7.0,1.7056580736626268
44,75,7.518205175,40.064647075,4.7148984375000005,36.79993508699684,24.077693464454484,4.0,2.300156826677212
45,126,7.528839128571429,97.52807818571428,32.68025357142857,11.953546841316568,13.83556574128599,7.0,2.3473951180147976
46,104,7.65906416,81.4233645,7.115673749999999,21.22298110235116,19.32230368216934,5.0,2.2039361909638835
47,15,8.02781695,24.1779294375,23.99501015625,27.507045349248955,23.51098544806149,8.0,2.819690193366335
48,67,8.1995962,17.09547096,36.72013875,25.455072800964786,20.396622226529733,5.0,1.967350800169029
49,181,8.268307900000002,70.41422323333335,4.094740625,17.384903560417083,18.29967095011087,6.0,2.209924217170582
50,11,8.487530942857143,26.2249655,19.165425,24.179297102144734,22.185399316416685,7.0,2.4991176668527246
51,122,8.507162857142857,95.83973355714286,27.189854464285716,18.405547702618243,16.787251115570754,7.0,1.9333117069321843
52,161,8.550789333333334,87.3554746,11.876446875,14.07977161183058,15.057951061571885,6.0,1.5829102755175852
53,114,8.703482,59.41729738,4.07775,17.538691946111257,16.60514495515722,5.0,1.4425645373953695
54,85,9.10200986,77.06246194,6.646732500000001,13.83034151953851,14.519541258106011,5.0,1.3875365754237583
55,118,9.17530234,72.38548556,5.423407500000001,8.81663264366323,12.271083863678104,5.0,2.0606268691472307
56,16,9.19591585,30.01556095,21.0004125,13.422157546144676,15.055468519664224,8.0,2.0516649574400745
57,43,9.220455742857142,46.59634855714286,4.922426785714286,47.8591093879986,26.78392846268812,7.0,1.2988347796978317
58,166,9.24172365,94.49385676666668,22.512578125,16.802983043330773,16.023390670920996,6.0,1.606619040281433
59,34,9.2531756,28.498177575,19.522228125,7.154264822781163,10.60755742306726,4.0,1.6603667756376836
60,142,9.31272574,53.5035104,4.2000825,28.326396703136165,22.353720411931857,5.0,2.02117075846846
61,113,9.329521933333334,32.8900004,19.7770875,1.6759058276536642,5.817836082000256,3.0,2.4017212628157
62,189,9.35395276,92.68292174,18.166376250000003,15.401403959862709,15.705904500075164,5.0,1.8996556114491288
63,155,9.382964366666668,82.225001,9.14095625,14.49699764008997,15.729582969846538,6.0,2.0902668665033923
64,79,9.636815925,74.3689633,6.473428125,4.161161910662879,8.557307412703345,4.0,1.9027636157690744
65,10,9.721069557142858,31.388158957142856,17.767339285714286,17.18566483085033,15.751587431797828,7.0,1.321120954365518
