,Column1,fx,fy,fz,area,perimeter,nb_neighbor,aniso
1,59,2.853994425,32.7177794625,4.740384375,2.767870732248501,12.06197556974272,4.0,7.800530896499949
2,72,3.9829841875,45.767067225000005,4.9187859375,22.51420708914852,18.57332544865696,4.0,1.5733843121648707
3,42,4.1721043,40.7639806125,5.657878125,24.151113820283545,19.0803262591456,4.0,1.3434370352185827
4,8,4.19502795,88.3534780125,18.24793125,45.10026063319789,25.77434052917321,4.0,1.2453547694002285
5,71,4.2179516,14.55651775,31.29673125,43.35137857563453,25.5071650484172,4.0,1.5018150554866745
6,63,4.28672255,28.276322275,9.5572265625,20.463201381575043,21.20765863529239,4.0,3.853219549661399
7,54,4.3325698500000005,26.04585113,12.41674875,34.6786482118625,22.711038625240928,5.0,1.534635230035467
8,7,4.4426033700000005,82.9377657,14.02746,42.72360870797452,23.949850529462047,5.0,1.1336972615209533
9,74,4.687886425,14.7169833,35.37448125,39.39649832752828,23.61854519931072,4.0,2.0467903619257464
10,29,4.7623882875,91.6946,23.3196328125,36.90028677657268,24.642940437036405,4.0,2.5051590808407007
11,58,4.7727039300000005,97.82438401,36.2511975,19.11165779412528,17.893624004131983,5.0,1.919763940284124
12,67,4.81855123,22.19467793,16.5148875,30.856693467605403,22.08673345838695,5.0,1.9265430064412128
13,48,5.178197827777778,34.02124367222222,7.9516125,39.27033500733212,24.3093618237211,9.0,1.4785942115515112
14,62,5.1807449000000005,19.1183241,20.796525,36.99976904516669,23.541182295032176,4.0,1.6443822066614129
15,30,5.41915086,76.47329640000001,11.499255,40.14652702968535,24.9912241086358,5.0,1.5341871060820642
16,40,5.85928494,93.97321081,31.4394525,17.248345952132897,17.792698655409676,5.0,2.219924678982662
17,45,5.90054751,86.7430916,19.6955325,43.6877874155229,25.477194896395567,5.0,1.3381692828771266
18,73,6.07476725,17.823137875,25.672834375,39.75661897760491,23.68834010925013,6.0,1.2836044835771991
19,28,6.088521439999999,58.70746765,6.09623625,39.50075243414585,23.833525169627556,5.0,1.156958661142765
20,56,6.19397023,48.89156072,5.89234875,35.55715931929564,23.296071083541385,5.0,1.487051331023325
21,50,6.34068159,17.27067791,32.23461375,31.67059880122844,21.201110323076577,5.0,1.593751488673829
22,9,6.376049507142858,89.25159387142857,26.432558035714287,68.88770568976453,33.021056983142664,7.0,1.6946100752855715
23,18,6.65244323,65.78170603999999,8.25744375,39.97699548284152,24.30070602074504,5.0,1.1518915049588767
