,Column1,border,fx,fy,fz,area_approximate,area,perimeter_approximate,perimeter,nb_neighbor,orientationx,orientationy,orientationz,major,minor,aniso
21,8,0.0,28.049138257142857,6.0374282,4.0285714285714285,15.492891473368193,15.888585902738155,15.107894077006168,15.133894759247704,7.0,-0.9458876880587695,-0.2913920749565112,0.1427835432792407,37.4583917747995,26.40883019010423,1.4184040529305877
22,10,1.0,29.18373744,9.3962791,3.24,13.951689588969636,18.06806045008277,16.019796897402056,16.539756087382067,5.0,-0.9736412918132388,-0.1166233425464019,0.1960143638857917,44.170191991774686,31.763761158383566,1.390584439025623
23,18,1.0,29.85125591,3.42687826,3.78,11.86480516300367,18.425967699913816,16.071914263378694,16.76634124320428,5.0,-0.8600752183200272,-0.4952458646668755,0.1224832738055131,45.83118758599779,29.149860427875048,1.5722609615712235
24,7,0.0,32.45755414,7.920935730000001,3.03,13.879434148692749,14.912280083209344,15.655250680458558,15.775672847945224,5.0,-0.9817215903387212,-0.0802431047951165,0.172579729967491,43.15989496868159,23.33243151402834,1.8497812773063207
25,5,0.0,33.492845525,5.849644341666667,3.1,11.426889487150046,12.33563664880723,14.88272536274986,14.951363674262714,6.0,-0.9178349328849786,-0.3473492140802844,0.1921654481269608,41.44578201875199,18.714461537636044,2.2146393010240626
26,11,1.0,34.23476892,10.44219976,2.55,12.04027144726029,13.051229362934246,13.99377035737707,14.09062484015085,5.0,-0.9649354266106996,-0.261691832222446,0.0204207595276505,34.557534100429685,22.206761637748887,1.5561717041032197
27,2,1.0,36.27417248333334,4.411149125000001,2.65,16.137392685118275,17.235910624504903,17.502369105279698,17.587325049059295,6.0,0.9398876821265184,0.3351346570799924,-0.0655431660107793,50.76065372415007,22.75975555763068,2.230281146720467
28,24,0.0,36.50518206,8.57569907,2.61,7.710192021438253,9.674453696772584,12.780337581729396,13.03153413887133,5.0,0.935038377761096,0.3532019079750206,0.0308487328216822,34.91716079632174,16.09907179021253,2.168892794027399
29,4,0.0,39.108645816666666,7.631819450000001,2.7,14.35109188454124,14.809747435161269,16.01538020636484,16.084187824831535,6.0,-0.9188214900223408,-0.3946576140610525,-0.0035266324962166,45.51565538576016,20.09066329304205,2.265512826623473
30,1,1.0,40.14322858333333,3.961176483333334,2.3000000000000003,5.988530751105635,23.775342661517826,15.625975234879618,19.565954272292856,3.0,0.9691269893128132,-0.2420179829158568,0.0471187280263663,52.506514307330974,50.90714330125307,1.031417418113865
31,9,1.0,40.7738989,10.654076641666668,2.75,24.768883210472243,31.906577278382173,22.94116878871827,23.475557542992217,6.0,0.9987481604062788,-0.0143014035394368,0.0479330986049909,79.94586758886456,40.888214989604734,1.9552300732421235
32,3,1.0,43.32188796428572,6.201422728571429,2.4857142857142853,19.020903953866167,19.618267016591396,18.272557982002585,18.33030673847825,7.0,-0.9615520297106572,-0.2740177129337418,-0.0182205147533455,52.58854390399608,26.920917244850617,1.9534454723698207
33,25,0.0,44.31557333,8.98386323,2.76,7.8169770500987426,8.47174265979332,12.471353978741888,12.52752547992542,5.0,-0.9975021967245804,-0.0704411654828254,0.005235430742304,31.886992776578023,13.89649283044878,2.2946072196511365
34,28,1.0,47.82323408,10.87587418,2.7,13.4318689607536,15.771463069707218,15.552201002565944,15.74023292551939,5.0,0.9874897468279464,0.1497298833529963,-0.0494465564096865,42.16886535063979,25.614436539674657,1.6462929131907191
35,6,1.0,48.8521479,5.5697401,2.58,16.279207286783848,17.942913443910303,17.733566430076223,17.913719550934967,5.0,0.9776787568915938,0.2034664073099962,0.0523991356729294,52.2462563446623,24.85348327337557,2.1021703786942165
36,16,0.0,49.58101247142857,8.476087578571429,2.614285714285714,17.212923800889197,17.9865339943636,16.562508599657214,16.62346966640045,7.0,-0.995271947898379,-0.0968235090120775,-0.0076784001689568,46.265739460688586,27.651204901941227,1.6731907207935284
37,15,1.0,53.43123957,4.1794309300000005,2.91,15.606073517973886,19.05137282961696,17.19563647891399,18.244498536248635,5.0,0.9501069983861132,0.302803438331338,0.0748783637137605,56.209807587151865,24.92063242411372,2.2555530144877904
38,58,1.0,54.16253369,11.16073875,2.82,12.88245118950886,22.36565665179044,19.18218334063665,20.156053029724504,5.0,0.9482823351299032,0.3165954314321177,0.0229770685007647,67.05793867588302,31.96180250890766,2.0980649842008807
