,Column1,fx,fy,fz,area,perimeter,nb_neighbor,aniso
18,58,4.51597225,87.11770179999999,1.93759984,16.07119279705565,19.40163223066758,5.0,2.9625228649556234
19,53,4.57005575,82.74324804166666,1.0642120333333336,17.2429081000533,19.974353052276022,6.0,2.9903735429161165
20,70,4.6849831875,8.7953291875,6.825635800000001,14.308559186633154,16.726770662762565,4.0,2.143724661644593
21,79,4.9283589375000005,98.256198625,9.08249925,21.241495224527963,20.81850787617909,4.0,3.034413337063662
22,31,5.020751583333333,62.86305483333334,2.348605866666667,18.47561673218045,16.1674815899758,6.0,1.259302027964691
23,36,5.025258541666667,21.4711495,1.0642120333333334,25.14147832802908,20.35639143084568,6.0,1.8656295852624365
24,13,5.052944142857143,40.1840405,0.6605454000000001,24.329302753594945,20.766177618210715,7.0,2.2606888570166217
25,11,5.065821166666667,46.313503833333336,0.60549995,18.112745070046635,16.74947192146738,6.0,1.608788169951732
26,55,5.11089075,13.478380821428573,3.4285451714285715,25.74171159643942,22.10944571384509,7.0,2.311446393986094
27,65,5.242236392857143,77.91887107142858,0.8807272,23.64579946142137,21.797064583099157,7.0,2.6209530219450303
28,39,5.27314125,71.29106691666667,1.1376059666666667,13.93310416312776,14.81865686600415,6.0,1.4944344471057651
29,15,6.030310249999999,51.07285183333334,1.100909,1.8715780673934832,5.089788060564598,3.0,1.7478870985052504
30,35,6.057351999999999,28.596650625,0.8440302333333335,22.496037952576486,19.39434390117562,6.0,1.960351075402056
31,59,6.3277695000000005,93.45242489285714,4.7181814285714285,23.01232369913225,21.276081384562996,7.0,2.5848354990796345
32,12,6.533286800000001,34.72701535,0.6165090400000001,21.377541453144595,18.25943988826624,5.0,1.6412753772225797
33,67,6.6477635416666665,58.0315955,1.9449392333333333,14.15873363222313,13.903837360519695,6.0,1.167166980225919
34,73,6.882125375,7.733940499999999,7.43113575,28.36086951299753,25.7386833264061,4.0,4.266349088666811
35,72,6.98217985,98.48064515,8.98341744,18.35406720373245,19.714729531009265,5.0,2.8736769143775027
36,27,7.102966333333334,49.15288758333333,1.0275150666666668,17.94482402992862,16.676161976297283,6.0,1.4068939082560894
37,32,7.120994166666667,66.71650420833333,1.15595445,19.52691118936645,17.232116489166508,6.0,1.3325935933607451
38,75,7.44662190625,53.00183,1.37613625,15.808796006034678,14.865054070601886,8.0,1.200098128560703
39,71,7.533831549999999,18.16664765,1.5412726,25.292405666858603,23.75264420862391,5.0,2.772838800693796
40,43,7.636590199999999,75.36535725,0.8366908399999999,23.299353763749505,20.0683392948128,5.0,1.972639506219097
41,80,7.774503125,90.035506625,2.715575533333334,18.88958071565087,19.61430806390821,6.0,2.596129637642109
42,5,7.8853743,45.0515555,0.7926544800000002,5.711609473277373,9.746549658888927,5.0,1.6836425499279462
43,78,8.540686041666667,25.103757916666662,0.8073332666666667,23.89184543267716,20.351240586515,6.0,2.04254846530698
44,77,8.590262583333333,10.8707835,4.2935451,27.65688824255748,23.98681080715785,6.0,2.550629842459228
45,51,8.608290416666668,86.82204533333334,1.5412726,22.301760529226414,22.409292336311587,6.0,3.152353597539144
46,21,8.671387833333334,61.62814825,1.15595445,18.87727513940903,16.21663198368814,6.0,1.3021541524030245
