Column1;border;fx;fy;fz;area_approximate;area;perimeter_approximate;perimeter;nb_neighbor;orientationx;orientationy;orientationz;major;minor;aniso
78;1.0;2.7157797625;4.219822175;25.6875;12.093270218076459;17.025617134842882;18.35243577815062;20.00755750523339;4.0;0.242470668375646;-0.07046159910200156;-0.9675965781406299;52.30423496833096;14.800207621521446;3.5340203533546197
71;1.0;3.2809028833333334;2.6644049333333335;24.849999999999998;8.743776542902495;28.060891238082007;21.635030222403355;24.372470987932157;3.0;-0.2861486429092074;-0.0447515848543542;0.95713961876742;72.04099244571364;26.647238888295206;2.7035068341492456
60;1.0;3.3588509;11.040273633333333;21.2;3.9159686882523728;26.702040659204478;11.003060183902278;23.143328785490063;3.0;-0.38348464200828836;0.197949942363701;0.9020838928070841;92.54813979698932;25.59994999414214;3.6151687725236368
76;1.0;3.4906539100000002;5.74406021;22.98;12.449155492783916;13.69250477276092;15.625428297055741;15.824851191073058;5.0;0.33323690650553917;-0.04728220410230668;-0.9416568150434883;33.689020874865875;16.892378160963702;1.9943326246814221
56;1.0;4.074555416666667;8.60971275;20.974999999999998;17.733193156555693;24.183898018839432;17.087775643732314;23.537995341544455;6.0;-0.3474181374451522;-0.007179824769122791;0.9376828290474486;65.50264974944886;21.735842544271726;3.0135776708923325
67;1.0;5.176456925;3.054145016666667;19.55;23.139716124611756;26.292060712114168;24.170955355589072;24.47863773234945;6.0;-0.4567582481678046;0.1644223225853034;0.8742638060484562;82.27969993015418;24.99145193874168;3.2923137131782414
54;1.0;5.924049266666667;10.7993434;16.75;21.014363241363995;21.455658048734517;20.190105814727225;20.2294641874529;6.0;-0.5445383524707127;0.031608994952884814;0.8381401160465652;57.483160865568784;24.38576688591905;2.3572422854071076
57;0.0;6.565855014285715;5.7306976928571425;16.97142857142857;23.806742384713637;24.92568691295331;21.54974038408483;21.673421325324608;7.0;-0.517931105262774;-0.011701193566745833;0.855342301228224;61.9509134215264;25.475389162046113;2.431794585254951
46;0.0;7.5255267;8.10801097;15.51;20.327758259351505;21.746026913856415;22.341598604063456;22.679441638550646;5.0;0.6178113670711445;-0.04998038649252366;-0.7847363096504081;71.28256167368524;22.098491347428418;3.225675479515498
48;1.0;10.39543095;3.0683173833333335;11.6;27.677899659148125;29.261252633749145;24.99614852733241;25.092198375779056;6.0;-0.657307381558096;0.09004687009592371;0.7482236078440502;81.9673946092572;29.114042043772173;2.8153904046034364
41;0.0;10.5601847125;5.234917937500001;11.625;8.611577375867679;10.63656190197823;15.446764765921909;15.70574460905976;4.0;-0.6777168735384784;0.05941615307263072;0.7329185221259453;39.79908253498084;13.501625639412332;2.947725229383054
35;1.0;10.8152873125;10.77808485;11.0625;10.83825860532808;19.61505951114196;19.423656458771266;20.337479729909873;4.0;-0.7388625045857328;0.13474270928194104;0.6602473791032121;63.309856063562165;23.59413468038699;2.6832878985042634
47;0.0;11.3945828;8.960478825000001;11.149999999999999;16.600347989412956;16.572268870212145;21.370085764587202;21.37385925224026;6.0;-0.7482943705667111;0.1312374158363777;0.6502555464298317;68.33307412572582;17.023176505647964;4.014120049983281
42;0.0;12.01108075;6.575978133333334;10.75;15.177933351072626;16.2741338121944;22.468519868078403;22.528250957936738;6.0;-0.7353419101318974;0.07553437787562158;0.6734737062146641;75.1385658331535;18.129268986300886;4.144599867205393
37;0.0;15.483310583333335;4.2127359916666665;7.2;18.678486029530827;19.87593558412214;19.271435858763294;19.363226744477572;6.0;-0.8113738639725305;0.09010816868629522;0.5775404494910182;56.18979121063627;24.98726460367014;2.2487371908001124
38;1.0;16.60292755;1.8973255875000001;6.074999999999999;13.496068010915543;21.47000274165267;20.8819463805197;21.480536951067954;4.0;-0.8278350184224136;0.09854348327947555;0.5522484623579409;70.69576730479129;28.374433013884065;2.491530571560627
36;0.0;16.76874424;7.17688648;7.139999999999999;13.171965959254205;14.042887069735146;18.666971704771065;18.7818264306701;5.0;-0.8252049013968557;0.1645983086014713;0.5403186721890529;56.82569102244591;16.96613767706016;3.3493593005130258
30;1.0;16.89447337857143;9.329466514285714;6.685714285714285;17.158249315914112;17.79662335457944;18.30906830526876;18.407122422100475;7.0;-0.8341160753908815;0.12021113563495059;0.538330433510747;54.95242555378942;22.833706442673535;2.406636245926756
31;0.0;21.379015116666668;5.084336541666667;4.2;13.009649605455257;15.141695630764849;19.25243744582235;19.393251978483004;6.0;-0.893814222401168;0.08749396692170816;0.4398192146617725;63.605261865636784;18.024803843154626;3.528763054461338
59;1.0;21.590183380000003;2.91667306;3.6;18.305964584734006;19.532009441745412;18.31161473398643;18.402370365173894;5.0;0.9264740373728472;-0.016142339749412437;-0.37601234413443224;53.517649830698616;27.16215065320278;1.9703023708981664
27;0.0;22.519890633333333;6.976347491666666;4.1000000000000005;12.780165561068573;12.80479515459837;17.90154256865809;17.71634846570942;6.0;-0.9301803689765907;0.11544772151163149;0.3484771223026653;54.30505671515074;16.268844258763203;3.3379787679692954
79;1.0;22.99749939;10.21685913;3.09;10.625428382042806;20.57974474782797;18.804251477051125;20.21805347921513;5.0;-0.9278245789935675;0.07688505387472151;0.36500717678710154;64.91824799864547;29.616112578285232;2.1919908572418123
53;0.0;23.635255890000003;8.57569907;3.4799999999999995;15.724095514094646;17.957632254948088;21.210217123488242;21.2038402212641;5.0;-0.9466634071184656;0.1589191651543045;0.28030892345681313;74.37526004399064;21.711193552606545;3.425664271463394
73;1.0;27.625485725;3.1746101333333336;1.8999999999999997;15.495808256385118;18.16277440556824;17.942369621048364;18.3870668316266;6.0;0.8954841844355325;-0.38998905120265287;-0.21451483717422426;56.841576906717385;28.278714021560447;2.0100481536529506
20;0.0;27.862872866666667;5.2366894833333335;2.25;13.438545336946603;15.05192693765166;17.972154284137922;18.23786361737627;6.0;-0.979534140962124;0.02064380001093293;0.20021663320189534;56.87755310468674;19.174401445287234;2.9663274374943445
51;0.0;29.63796179166667;6.926744208333333;2.1;12.837010435532392;13.235629971788567;18.04173554278457;18.050033293150136;6.0;-0.9705612817983247;0.07740637670555883;0.22807685353693852;55.298734213841634;17.251397107319608;3.2054641064623626
32;1.0;29.9267237625;10.639904275;1.1625;11.17119236407596;18.98871299583292;19.048843758866457;19.75056125660703;4.0;-0.9900738710821478;0.024191521229365267;0.13845035247705145;63.42218453437857;26.12031482079268;2.4280788715414836
34;0.0;30.88259927857143;9.028809878571428;1.4785714285714284;17.246636772830108;19.445605464746805;19.84916839944094;19.931908616078477;7.0;-0.9888517111670511;-0.01857450751891711;0.14774058681494634;65.34872385326744;23.623733698950065;2.7662318194931146
11;0.0;33.43119573;3.8350424200000006;1.2;14.714557932458503;16.665856970251564;19.306216650678234;19.5082448390641;5.0;-0.9813766474978636;0.1273858738390025;0.14378009212727746;63.56532145935401;22.19205144560614;2.864328321117851
29;1.0;34.46010955;2.093967175;0.8999999999999999;9.174098566178278;17.49802671071698;16.288391984939423;17.480609128572375;4.0;-0.9973096807254459;0.007694133160665248;0.07289856683238069;49.786277862819944;27.53542828127015;1.8080807516142767
13;0.0;35.48051995;7.682839970000001;1.14;10.018207172807713;10.215316313618645;14.252115093606562;14.142360044478378;5.0;-0.999035382144888;0.003914300855385582;0.043737666506470645;36.194678746886716;15.578869302601099;2.3233187238334128
4;0.0;36.38552679285714;5.5758139714285715;1.157142857142857;16.550590219750912;17.409284864175948;20.47675088301998;20.535938730148352;7.0;-0.9972757400929926;0.03907855333245831;0.06256168868737919;66.16397766640758;21.617885635129895;3.0606128084463804
25;1.0;36.926101349999996;10.25087281;1.14;11.986254799984424;16.938162636531843;17.98556871533141;18.323794591979365;5.0;0.9751624176074016;0.13405026540305012;0.17632012259370541;58.680676331552476;23.225020996084936;2.526614565448373
16;0.0;37.878484390000004;9.051890590000001;1.2;5.232001959372982;7.581677300642509;13.081000909628768;13.365181908100086;5.0;0.9967264118893994;-0.040990608253147376;0.06968665494282753;35.75834205727915;11.18418574057204;3.1972235517835927
49;1.0;40.5187963;3.2242134166666667;0.7000000000000001;18.72678874553393;21.014494927466647;18.68028813941294;18.827892604694334;6.0;-0.9943487479374248;0.10002197772025764;0.03558330294118095;57.98072296950583;28.841794038332797;2.0103022333647247
5;0.0;41.03254459166667;7.412147766666667;1.0999999999999999;13.75008060763924;14.261838963876043;15.283640181912734;15.312691799626714;6.0;0.9989028948813418;0.046792962317001405;-0.0018507499222334624;41.55536594369387;22.26798903608289;1.8661481230459496
33;1.0;43.43476074166667;9.910027391666668;1.3499999999999999;15.258979179788847;16.24231432572042;16.794031833782775;16.89278823890031;6.0;-0.972517204952328;-0.2099292730476001;0.10069749941988435;50.73586168400555;22.606239341918243;2.2443300239649844
2;0.0;45.13797552142857;5.360191535714286;0.9428571428571428;15.803756055867996;16.27232859309648;17.814521539421772;17.815963770245165;7.0;-0.999967258697274;-0.0029029375046244594;-0.00755344208314795;55.06893242907613;22.060479438782544;2.4962708803265805
3;0.0;47.055800425;8.195171025;0.9499999999999998;15.363490800067828;16.63811573549352;16.256998245043587;16.375569482557452;6.0;-0.9724312006703163;-0.23077460484147133;0.03347598726176217;46.76206913123494;24.421276616490037;1.9148085444337368
1;1.0;47.714815475;3.2525581500000005;0.48749999999999993;14.851576544513014;25.98280677354359;19.886161531432485;21.25485546545067;4.0;-0.9919369898150265;0.12457883452524793;0.02326203398318173;67.96123294619348;37.74840046560191;1.8003738465189512
24;1.0;50.37426008;10.88862931;1.02;14.153897380569102;19.458002335277403;17.80003839163451;18.312408942052073;5.0;0.9942908482680399;0.10665963130113176;-0.003071172598250124;54.003009611008835;28.705387419439685;1.8812848202298518
6;0.0;50.8079345;6.734708639999999;0.9;12.470601391819615;13.38936680002756;15.848921224503577;15.964844224233143;5.0;0.9852628106457154;0.1667058569225542;-0.038292965753803344;45.81499257988732;19.152800006511328;2.392078054608815
17;1.0;52.561764875;4.6485362666666665;0.7749999999999999;15.110848138781108;15.387030443671305;16.875974536411455;16.807222247680166;6.0;-0.9988118175603266;-0.025781638779083422;0.04135529233002535;47.71710731606449;23.02185600878242;2.072687245453246
12;0.0;53.823105508333335;9.127004133333335;0.9499999999999998;18.427296857157785;19.473995560256707;19.107808096712183;19.26017961554732;6.0;0.9970802855798091;0.06285951455541687;0.04335418708664196;60.511383195830696;25.286527411948587;2.3930285962175013
55;1.0;56.414877062500004;11.267031500000002;1.275;8.900970376544484;14.837603656657889;14.52090582228822;15.567597679866584;4.0;0.9706292458085832;0.16928453927911863;0.17094330037213362;42.39055282965272;24.92292198243746;1.7008660886361657
7;0.0;56.579630825;7.0507524166666675;1.0999999999999999;11.679537066215797;12.160874502812032;14.191327275713489;14.199961445392459;6.0;0.9671944527657935;0.22847960400366307;0.11104936331833037;36.62830929454544;19.452750655531084;1.882937274175709
8;1.0;58.21502070714286;4.361039685714286;1.157142857142857;13.756298028794241;14.892333460151752;15.019819128383418;15.292217399072015;7.0;0.9634242416273149;0.23335232836240127;0.13175895222974104;40.573878540521896;23.07508670058189;1.758341325733729
23;1.0;60.182955050000004;2.4589056166666667;1.5999999999999999;2.826603762168615;15.463618524673485;15.048722634871046;17.244215183856937;3.0;0.9514432409030851;-0.2277493950459421;0.20708928604841217;51.07175332414654;29.832066819627673;1.7119750244909098
14;1.0;60.738714285714295;9.472202492857145;1.9285714285714286;17.530800739120806;18.396144208403015;16.654742268911654;16.802662438162336;7.0;0.9598593677056362;0.12843710354879917;0.24934695638754353;45.78440030474125;26.49422943060989;1.728089523216879
40;0.0;61.19486203;6.734708640000001;1.8;12.73921890631149;13.494347675037622;14.117884806148592;14.22024610740673;5.0;0.9469760420449851;0.22190449029868126;0.2323677537398362;34.27493800095116;21.833081342869484;1.569862607237759
9;1.0;62.90830115999999;2.84014228;2.28;11.352212030785438;12.583487508280907;15.343895577879653;15.505462453862172;5.0;0.938742543705976;-0.17997379548578074;0.29389091441362375;43.13684209481131;19.411779507592495;2.2221992619450095
10;0.0;64.445294325;4.978043791666667;2.85;13.284308936732671;14.487620307859647;16.792913085148076;16.976832472718822;6.0;0.9244874000244755;0.061424129844196616;0.3762314759145873;45.79862563933798;20.10281823487091;2.278219158341411
15;0.0;65.45153235833334;7.37671685;3.4;11.431742635218951;12.731611111104586;14.061908152701205;14.187837591920708;6.0;0.898327975510235;-0.20872402786749092;0.386576161456514;36.559760120548844;21.697553095810317;1.6849715707163468
18;1.0;66.26290035;10.0340356;4.08;15.029218207307622;18.089468841565896;17.086005767279786;17.307010388944043;5.0;-0.8339804638929733;-0.32951922520737637;-0.44259876419121597;45.2100380313434;25.71211211662417;1.7583167740666799
43;1.0;67.80201937000001;2.88265938;4.32;17.146544466687185;17.971384973045485;17.31282271595908;17.344339906803043;5.0;0.8946414799216449;0.11508121192289009;0.43170932010551744;45.892999173122625;25.75793166530937;1.7817035843344147
28;0.0;68.77991267;8.078249000000001;5.159999999999999;11.060482847693562;11.912984269256235;13.632670720682757;13.782662335592704;5.0;0.8280325055539829;0.2730347863150644;0.48970825519678585;31.012994020949424;21.181632654549446;1.4641455890931228
19;0.0;70.20484290714286;5.244787978571429;5.7;15.973021743893883;16.573867134669097;17.09151363605116;17.104667410970556;7.0;0.874051110614639;-0.0651415468335442;0.48144702191357347;48.141705392070776;22.717536092843197;2.119142903320271
