,Column1,border,fx,fy,fz,area_approximate,area,perimeter_approximate,perimeter,nb_neighbor,orientationx,orientationy,orientationz,major,minor,aniso
25,51,0.0,29.63796179166667,6.926744208333333,2.1,12.837010435532392,13.235629971788567,18.04173554278457,18.050033293150136,6.0,-0.9705612817983248,0.0774063767055588,0.2280768535369385,55.298734213841634,17.251397107319608,3.2054641064623626
26,32,1.0,29.9267237625,10.639904275,1.1625,11.17119236407596,18.98871299583292,19.048843758866457,19.75056125660703,4.0,-0.9900738710821478,0.0241915212293652,0.1384503524770514,63.42218453437857,26.12031482079268,2.428078871541484
27,34,0.0,30.88259927857143,9.028809878571428,1.4785714285714284,17.246636772830108,19.445605464746805,19.84916839944094,19.93190861607848,7.0,-0.9888517111670512,-0.0185745075189171,0.1477405868149463,65.34872385326744,23.623733698950065,2.7662318194931146
28,11,0.0,33.43119573,3.8350424200000006,1.2,14.714557932458504,16.665856970251564,19.306216650678238,19.5082448390641,5.0,-0.9813766474978636,0.1273858738390025,0.1437800921272774,63.56532145935401,22.19205144560614,2.864328321117851
29,29,1.0,34.46010955,2.093967175,0.8999999999999999,9.174098566178278,17.49802671071698,16.288391984939423,17.480609128572375,4.0,-0.997309680725446,0.0076941331606652,0.0728985668323806,49.78627786281994,27.53542828127015,1.8080807516142767
30,13,0.0,35.48051995,7.682839970000001,1.14,10.018207172807712,10.215316313618644,14.252115093606562,14.142360044478378,5.0,-0.999035382144888,0.0039143008553855,0.0437376665064706,36.19467874688672,15.5788693026011,2.3233187238334128
31,4,0.0,36.38552679285714,5.575813971428572,1.157142857142857,16.550590219750912,17.409284864175948,20.47675088301998,20.535938730148352,7.0,-0.9972757400929926,0.0390785533324583,0.0625616886873791,66.16397766640758,21.61788563512989,3.0606128084463804
32,25,1.0,36.92610135,10.25087281,1.14,11.986254799984424,16.938162636531843,17.98556871533141,18.323794591979365,5.0,0.9751624176074016,0.1340502654030501,0.1763201225937054,58.68067633155248,23.225020996084936,2.526614565448373
33,16,0.0,37.87848439,9.05189059,1.2,5.232001959372982,7.581677300642509,13.081000909628768,13.365181908100086,5.0,0.9967264118893994,-0.0409906082531473,0.0696866549428275,35.75834205727915,11.18418574057204,3.1972235517835927
34,49,1.0,40.5187963,3.2242134166666667,0.7000000000000001,18.72678874553393,21.014494927466647,18.68028813941294,18.82789260469433,6.0,-0.9943487479374248,0.1000219777202576,0.0355833029411809,57.98072296950583,28.8417940383328,2.0103022333647247
35,5,0.0,41.03254459166667,7.412147766666667,1.1,13.75008060763924,14.261838963876045,15.283640181912734,15.312691799626714,6.0,0.9989028948813418,0.0467929623170014,-0.0018507499222334,41.55536594369387,22.26798903608289,1.8661481230459496
36,33,1.0,43.43476074166667,9.910027391666668,1.35,15.258979179788849,16.24231432572042,16.794031833782775,16.89278823890031,6.0,-0.972517204952328,-0.2099292730476001,0.1006974994198843,50.73586168400555,22.606239341918243,2.2443300239649844
37,2,0.0,45.13797552142857,5.360191535714286,0.9428571428571428,15.803756055867996,16.27232859309648,17.814521539421772,17.815963770245165,7.0,-0.999967258697274,-0.0029029375046244,-0.0075534420831479,55.06893242907613,22.060479438782544,2.4962708803265805
38,3,0.0,47.055800425,8.195171025,0.9499999999999998,15.363490800067828,16.63811573549352,16.256998245043587,16.375569482557452,6.0,-0.9724312006703164,-0.2307746048414713,0.0334759872617621,46.76206913123494,24.42127661649004,1.9148085444337368
39,1,1.0,47.714815475,3.2525581500000005,0.4874999999999999,14.851576544513014,25.98280677354359,19.886161531432485,21.25485546545067,4.0,-0.9919369898150264,0.1245788345252479,0.0232620339831817,67.96123294619348,37.74840046560191,1.8003738465189512
40,24,1.0,50.37426008,10.88862931,1.02,14.153897380569102,19.458002335277403,17.80003839163451,18.312408942052077,5.0,0.99429084826804,0.1066596313011317,-0.0030711725982501,54.00300961100884,28.705387419439685,1.881284820229852
41,6,0.0,50.8079345,6.734708639999999,0.9,12.470601391819615,13.38936680002756,15.848921224503576,15.964844224233143,5.0,0.9852628106457154,0.1667058569225542,-0.0382929657538033,45.81499257988732,19.152800006511328,2.392078054608815
42,17,1.0,52.561764875,4.6485362666666665,0.7749999999999999,15.110848138781108,15.387030443671303,16.875974536411455,16.807222247680166,6.0,-0.9988118175603266,-0.0257816387790834,0.0413552923300253,47.71710731606449,23.02185600878242,2.072687245453246
43,12,0.0,53.823105508333335,9.127004133333337,0.9499999999999998,18.427296857157785,19.473995560256707,19.107808096712183,19.26017961554732,6.0,0.9970802855798092,0.0628595145554168,0.0433541870866419,60.511383195830696,25.286527411948587,2.3930285962175013
44,55,1.0,56.4148770625,11.267031500000002,1.275,8.900970376544484,14.837603656657889,14.52090582228822,15.567597679866584,4.0,0.9706292458085832,0.1692845392791186,0.1709433003721336,42.39055282965272,24.92292198243746,1.7008660886361655
45,7,0.0,56.579630825,7.050752416666668,1.1,11.679537066215795,12.160874502812032,14.191327275713489,14.19996144539246,6.0,0.9671944527657936,0.228479604003663,0.1110493633183303,36.62830929454544,19.452750655531084,1.882937274175709
