Column1;fx;fy;fz;area;perimeter;nb_neighbor;aniso
180;1.0459447666666668;57.5345968;1.1553625;1.6625258210672496;5.032554455308794;3.0;1.3208671071789935
174;1.7636003;102.786977225;28.391334375;14.25702133125382;16.550207823681816;4.0;1.9283276346198788
163;2.0934164600000003;100.5023132;23.46745125;17.139291416023234;16.911032630350388;5.0;1.721286426924841
68;2.3820056000000003;21.361704066666665;19.7770875;2.269988947267688;7.2941057798638305;3.0;3.318491572655615
107;2.4049095;64.91728723333334;2.2427625;1.7251607260740045;6.687569220835648;3.0;2.554219130285959
179;2.4125441333333337;60.00058336666667;1.767025;27.105783261223824;21.54476780908114;6.0;2.01799396760488
172;3.221815266666667;104.57157276666668;36.665768750000005;14.3220722336922;14.79150369156329;3.0;1.9066459465382442
152;3.3439694;103.38056996666667;32.72394375;17.70001492199951;18.024086312537978;6.0;2.572702101829698
29;3.4069551250000005;22.909625975;17.9421;33.556368491873094;22.56406989337514;4.0;1.4178205011685776
191;3.46765046;97.79049144000001;19.3693125;9.782083051043772;11.721131533128816;5.0;1.3014691933264302
185;3.5501045;91.804557175;12.386165625;21.112770465149026;17.387483216084785;4.0;1.4651134354839634
162;3.7104318000000003;101.21615141666666;27.151018750000002;20.544996934054254;18.298354755609356;6.0;1.751123740926311
90;3.8478552;65.75327958333334;2.27674375;24.46523596733457;20.647661623004215;6.0;1.883293505302646
153;3.9394708000000005;81.43481645000001;4.944271875;31.98055567538964;23.922529640970833;4.0;2.37866752798431
187;4.0768942;88.72512782000001;9.62349;14.531459225677617;14.716392481225752;5.0;1.3823406990888225
58;4.2830293;17.536752766666666;29.59766875;34.247584467363815;24.278175253121407;3.0;2.2549757702125275
168;4.37922568;99.0822714;22.36645875;13.384916780076459;14.351031665493116;5.0;1.9969040743436317
186;4.485347083333333;94.56256846666668;15.937206250000001;14.14299704983589;15.545431320991886;6.0;2.1940687906401624
151;4.6658516285714295;101.84709932857143;35.8842;22.192934560788576;19.114220532163678;7.0;1.9542569812880561
173;4.802184366666666;84.62609318333334;7.187034375;20.331096430568103;19.14552000726024;6.0;2.0537543357174513
117;4.939607766666668;73.37646096666667;2.7185;39.947832675845405;25.85328951829655;6.0;1.9654056736644374
28;5.183916033333333;22.08317691666667;20.55865625;25.706135505279093;19.754151004759734;6.0;1.7143680616726065
182;5.355695283333334;90.5620206;12.097325;11.094968504973988;13.72500378350685;6.0;1.9072276027938964
54;5.5885516;18.796467266666667;30.226321875;25.002910272800097;22.508648730554526;6.0;2.704752719613239
176;5.6801672000000005;99.98315813333333;36.9716;8.497012067313635;11.164381353717678;3.0;2.2915545284437413
137;5.742334928571429;99.82501215714287;30.641378571428568;27.14078185397738;20.187131464730378;7.0;1.9187248512339075
48;5.8328598666666664;20.37301905;24.97621875;19.168322471772083;18.04144312195839;6.0;1.9880604051776167
45;5.85194645;44.925999850000004;2.803453125;45.827370017196436;26.26636998453252;4.0;1.3857411805265936
35;5.92752932;18.588805240000003;34.7016525;14.462993938396574;18.63589824138887;5.0;2.9013354414403167
55;6.043766612500001;55.7395036375;2.6250515625;58.0123502922214;34.82718608543903;8.0;2.6880179171297445
158;6.0466296;99.477363675;36.0880875;3.1244913731405397;7.182888213612306;4.0;1.27451564986316
170;6.256582016666667;99.11662725000001;34.5929125;7.227181071362444;10.666797268130198;6.0;1.634375404135236
64;6.3214764;17.779152375000002;37.7956453125;6.57815524581526;11.660318448731493;4.0;2.7531363663385244
150;6.645948316666668;98.15466345;24.97621875;22.247843769926824;17.871864705598295;6.0;1.6997875594632756
178;6.671578871428571;96.0851324857143;19.76252410714286;27.230995630796226;20.163435608043883;7.0;1.4726398460014087
171;6.6879388;89.296580125;11.825474999999999;2.177599858189866;6.86399710261645;4.0;2.198509186422953
196;6.7566505;86.69780547142857;9.670092857142858;17.26208621740137;16.044481989128837;7.0;1.3328532163985327
134;6.9006178714285715;77.28430257142858;4.79135625;21.72569313979693;19.298843955333005;7.0;2.0052469837925955
136;6.909343166666667;98.1890193;35.06865;0.5134804105682194;2.947270420703384;3.0;1.427843596107823
27;7.054401200000001;26.399035140000002;16.16827875;38.52598477877682;24.30651000512018;5.0;1.5295391244751475
18;7.207093866666667;21.850320600000003;29.359799999999996;16.1122873681266;17.17750672844618;6.0;2.3305351664168654
94;7.22847084;19.89890832;33.90649125;12.156909473328668;19.620397855622237;5.0;4.730440350821594
63;7.291074833333334;65.42499035000002;3.279190625;25.02873256765629;20.53319616680226;6.0;1.8689278772447637
183;7.3063441;91.73993545714286;14.781843749999998;22.667795614816217;18.58251354917023;7.0;1.7056580736626268
75;7.518205175;40.064647075;4.7148984375000005;36.79993508699684;24.077693464454484;4.0;2.300156826677212
126;7.528839128571429;97.52807818571429;32.68025357142857;11.953546841316568;13.83556574128599;7.0;2.3473951180147976
104;7.65906416;81.4233645;7.115673749999999;21.222981102351156;19.32230368216934;5.0;2.2039361909638835
15;8.02781695;24.1779294375;23.99501015625;27.507045349248955;23.51098544806149;8.0;2.819690193366335
67;8.1995962;17.09547096;36.720138750000004;25.455072800964782;20.396622226529733;5.0;1.967350800169029
181;8.268307900000002;70.41422323333335;4.094740625;17.384903560417083;18.29967095011087;6.0;2.209924217170582
11;8.487530942857143;26.2249655;19.165425;24.179297102144734;22.185399316416685;7.0;2.4991176668527246
122;8.507162857142857;95.83973355714286;27.189854464285713;18.405547702618243;16.787251115570754;7.0;1.9333117069321843
