Column1;area;perimeter;nb_neighbor;aniso;fx;fy;fz
6;30.160008019097045;24.894423811122497;4.0;2.2753130445886414;9.441289;107.31445724999999;18.65570625
64;41.03345035747128;24.668038619350945;7.0;1.440893698550604;9.470752107142857;80.35571421428571;4.558341964285714
92;15.450373101449285;17.719712878928828;5.0;2.5160626324444433;9.52836885;17.89720075;16.04594625
62;10.256729290948948;17.38611005845528;4.0;4.075477708254733;9.567325624999999;52.144789124999996;5.19913125
59;3.5864579713091715;9.649806277669319;4.0;3.278873619153002;9.595970312499999;58.847646;7.365435937500001
27;5.621851006295524;9.956125292293386;4.0;1.7352144677241943;9.8938750625;69.89303749999999;10.627635937500001
19;32.20600312605917;22.400014443448;5.0;1.717230630522669;9.93168605;94.6053823;12.151695
31;28.89684983206619;21.14614144271505;8.0;1.4907157778266913;10.002724874999998;69.20556499999999;8.6397328125
25;10.661670922316608;18.40559605061704;6.0;4.687666701994981;10.105845749999999;74.98033399999998;12.33519375
34;20.91170324818909;20.36747105090744;6.0;2.62221215129635;10.117303625;61.15449816666666;7.000137500000001
68;14.90476128453808;17.75564385578039;6.0;2.6564742290917103;10.1287615;44.059348666666665;3.90784375
80;15.479922524433826;17.071283555487263;5.0;2.1703419270554734;10.275422299999999;28.2688692;6.932174999999999
15;23.141142222765954;24.07509625544393;6.0;3.7076346987113187;10.312087499999999;82.28663895833333;15.18961875
44;22.150868695848327;20.45719142797484;6.0;2.1382562261014866;10.449582;62.934288083333335;5.029225
49;20.120917549911372;19.147444185652393;5.0;2.0598943677942905;10.4679146;75.94279549999999;11.58081
48;15.536404720767823;17.849433908546015;7.0;2.5307042904958683;10.46922407142857;54.919231714285715;5.432145535714286
30;55.29586706576679;28.841738627674818;6.0;1.4831729864647445;10.514509958333333;84.98687816666667;9.7866
97;19.3348759875789;18.546299006142895;4.0;2.879463707440678;10.541245;14.4197356875;21.459159375
84;23.25282616072172;20.888181704037994;7.0;2.011299497069669;10.65255007142857;24.172842571428568;9.524458928571429
24;30.827218334533292;21.75248041238201;5.0;1.5789681549122896;10.8895644;80.93384584999998;12.82452375
8;30.502242763860835;24.309677280308726;6.0;2.7948258831777473;10.946089916666665;93.668128125;15.563412499999998
4;26.425443160654915;19.33999108019352;5.0;1.221043134914778;11.0545578;99.2068649;16.1886675
12;28.276374311111013;25.47588388829383;6.0;3.1149373282746033;11.278368291666666;105.27495549999999;19.913012499999997
66;17.795022376197306;18.554556927747253;5.0;2.4199894572664795;11.306631049999998;47.733507249999995;4.2000825
21;18.74977720855732;20.181481065952944;6.0;3.396686530434483;11.392947041666666;81.10647783333333;15.852253124999999
46;44.18676171700009;25.77969831665124;5.0;1.4586069012260345;11.448708700000001;88.6839525;6.3205124999999995
75;11.42491053667078;13.974552219541652;5.0;1.8437043734634615;11.485373899999999;33.73656715;4.5263025
76;15.333358379954138;16.47542064446687;5.0;1.9730180913718796;11.636617849999999;30.157126999999996;5.97390375
100;25.382852081524668;19.018555716631454;5.0;1.279618852102052;11.819943849999998;15.52312905;19.0430925
57;14.46974914445842;16.023148374516637;6.0;2.1067063369055754;11.935286458333332;55.899152833333325;4.2816374999999995
14;21.3539618713261;23.684246096300054;7.0;3.6229978773307097;12.040589785714285;101.15994153571428;19.806214285714283
54;39.133052033661606;24.059330150225705;6.0;1.610008386404647;12.053684500000001;74.73589933333334;2.1408187499999998
91;23.132310479401767;18.94782254024656;6.0;1.5646567431118446;12.225552624999999;18.852023666666664;14.50999375
10;17.63028560100027;24.661123631717775;6.0;4.396410464521766;12.290480583333332;96.94508037499999;18.672696875
60;52.286862728102385;27.390123807107845;4.0;1.218686012883778;12.3229445625;82.63992343749999;2.599565625
45;38.66731888679182;26.264959086779538;6.0;2.1031154487071935;12.492903041666667;65.46265916666665;3.1602562499999998
38;41.376039106505964;25.249808377444836;5.0;1.5187505161531434;12.5028332;86.20446834999998;15.49545
18;39.778350618223776;23.415919106349428;6.0;1.102611302566529;12.531095958333333;92.87371545833332;12.046353125000001
53;6.479222150079144;13.415509238246218;4.0;5.962887653339117;12.8270910625;106.50667706249999;22.478596875
69;20.11850753351835;19.02158125272658;5.0;1.8858038138869222;12.874068349999998;38.6634534;3.3845325
55;16.812099487069464;18.94681881211921;6.0;2.6706323573709954;13.191833416666666;48.890752625;4.07775
65;25.900260452831816;20.747734341606307;5.0;2.0874692119265865;13.336966499999999;42.6966254;3.4253100000000005
63;25.22015955768975;20.577262472565355;5.0;1.6449242954925694;13.424046349999998;57.5368651;3.4660874999999995
86;17.69163378847859;17.47181853653723;6.0;2.094655229340755;13.67688345833333;25.78021875;8.73318125
23;49.82901616300477;27.389645279250935;3.0;1.3153443153464695;13.856390166666666;98.28565175;10.9419625
88;25.016753869762795;19.478399561912273;4.0;1.5253369763051232;13.898402375;21.374665812499998;12.080334375
77;13.552440644023433;14.181313511348089;5.0;1.4410614903992738;13.983190650000001;30.09754605;6.0758475
67;19.000808499120488;18.77637087526891;4.0;2.647941812973868;14.230680749999998;51.6234558125;3.822890625
50;30.085830982539623;24.009118811130126;3.0;2.0130327530809256;14.238319333333331;69.76318158333333;2.5146125
