,Column1,fx,fy,fz,area,perimeter,nb_neighbor,aniso
21,58,6.381944160000001,51.97249928,1.95732,22.02306960432416,17.88428288676605,5.0,1.122574706973375
22,18,6.62493485,70.01799656,1.1825475,25.093096348966306,18.803256280037196,5.0,1.1679851868681437
23,32,7.171281841666667,61.45066443333334,1.223325,30.34621449555938,21.01035761986567,6.0,1.2383182486785158
24,120,7.230119210000001,23.76724032,20.36836125,39.6128068522619,24.03847979943943,5.0,1.2527856985529866
25,122,7.3814153,16.79386599,29.3598,32.71007914273901,21.86091844784004,5.0,1.330313680766956
26,100,7.469835092857143,30.858507707142856,16.150802678571427,38.33516955754172,25.02650931300609,7.0,1.5976715676254818
27,104,7.476930508333333,107.77171986666669,11.58760625,35.5887788645773,23.58767497030124,6.0,2.24163951710911
28,73,7.625934233333333,102.732337475,6.15060625,43.95964890190447,25.95278692230645,6.0,1.9890721291891609
29,21,7.63357545,80.0207312375,0.91749375,30.705918320084784,21.326068769669757,4.0,1.537955074167715
30,118,7.667960925,111.11093155,29.818546875,14.411881574396151,14.69963561384724,4.0,1.8174194992272736
31,80,7.939224116666668,95.83996004166666,2.7864625000000003,49.9239469428352,26.2420073604024,6.0,1.2197113971479314
32,90,8.13789575,43.82674399285714,7.296259821428571,28.26235539662019,20.516772770912453,7.0,1.1966979562857392
33,113,8.27543765,47.9104285,4.536496875,21.01525633593846,18.64964478525105,6.0,1.547521643897014
34,108,8.350758214285715,109.32616165714286,25.777205357142854,22.13264726797196,18.46764547986484,7.0,1.5729271993434284
35,127,8.422803971428573,56.36270573571429,1.8641142857142856,29.84807798679649,20.220597935596675,7.0,1.201850271280668
36,26,8.432082591666665,84.99707359166666,0.91749375,36.29079792413682,22.642390166317156,6.0,1.253597966124515
37,20,8.5275978,75.16664835,1.4611937499999998,34.99594469994294,22.289592473143312,6.0,1.1054852615185569
38,135,8.787399166666667,109.06308548333334,18.9615375,21.78782978009048,18.56505691944518,6.0,2.0680641298931084
39,101,9.17404473,36.33398525,14.598345,27.085658785773965,20.439136323248555,5.0,1.7663506572003067
40,106,9.459826233333333,20.36002180833333,24.857284375000003,36.16771687671812,22.64466384721609,6.0,1.1994742083216925
41,97,9.4961220125,109.6208943,30.022434375,17.20982717596132,16.30284309521773,4.0,2.4831295162033884
42,94,9.70587341,40.90954579,11.5400325,17.759899427703616,17.65094094176592,5.0,2.014867826306173
43,44,9.860990108333334,90.31536039166669,1.8349875,28.74419459220853,19.98080119758809,6.0,1.1421049469268263
44,88,10.59989576,107.77324811,26.831595,18.59610258033148,17.60928048270055,5.0,2.269708908035315
45,63,10.602188125,107.54248336666666,21.51013125,17.108604245038624,16.63489953951217,6.0,1.997307547613411
46,17,10.630023985714288,65.62386033571428,1.6893535714285717,34.21924861723486,21.563616403622653,7.0,1.1059554663661466
47,56,10.7741155,51.520903375,3.822890625,22.119495731690293,17.506179679674734,6.0,1.163700170013528
48,57,10.908382592857144,105.45861442142858,14.432322321428572,41.58233419721073,24.601725388795646,7.0,1.983449278529413
49,92,11.461825,32.23523663,17.3304375,21.691603788946505,19.37577839093315,5.0,1.5243048791504086
50,54,11.511492908333333,100.00060251666667,8.80114375,43.14815369567428,24.829374772936397,6.0,1.8690601907033288
51,124,11.54893487,18.797393,30.032628750000004,26.496678869633627,20.678147691574782,5.0,1.971395350057916
52,35,11.74607826,95.12856277,5.0971875,20.481550499131394,18.191453025707343,5.0,2.109707552843737
53,39,11.832424008333334,71.02892952500001,2.2427625,22.449018974619385,18.05416442051774,6.0,1.374615078545331
54,95,11.953046071428572,26.951662785714287,20.28680625,34.13914759038375,22.783175340864823,7.0,1.2395466562644235
55,78,12.134252066666669,47.127203791666666,6.76226875,20.055205810533103,16.992379256433544,6.0,1.2497696000005378
56,49,12.183919975,102.5317555375,22.580540625,5.7528025350554834,10.798761469195354,4.0,2.7314506557235583
57,13,12.319824471428571,80.36049247857143,1.3398321428571427,29.65794783430466,20.142767487771835,7.0,1.1856752894136071
58,14,12.573622025,75.50477218750001,2.089846875,20.95504743196333,17.797465261875846,4.0,1.2693512679123702
59,86,12.707343316666666,43.474702225,9.5827125,26.64302644223728,19.78941752085032,6.0,1.2838894129185103
60,60,12.837244,108.07736853333334,30.7870125,1.8487696017074464,5.458106629145368,3.0,1.900540478180624
