,area,perimeter,nb_neighbor,aniso
1,16.891190507497726,17.409024098547807,6.0,2.1676725337676026
2,15.159946236699705,15.894686453135497,4.0,2.3532690247754773
3,26.283101818623738,21.76314992210172,7.0,2.072800751507686
4,19.986412572826822,19.570080859532606,6.0,2.304012147208651
5,16.29992288858356,18.51361632135255,6.0,2.7125997214938127
6,15.131889942112808,18.285626054734117,5.0,2.8131485683180633
7,12.398356872112442,14.853598881214634,5.0,2.2600858858115993
8,11.85624393232427,15.12254666680375,6.0,2.380873881214327
9,17.27279167787152,18.28255478156143,3.0,2.230676348499861
10,15.132527169267531,16.70904936493917,6.0,2.228107753763453
11,19.056205012581785,17.017825751219153,5.0,1.6385908995353375
12,8.497188999483468,12.57380561630178,4.0,2.74654505163345
13,24.313165094233362,18.97831843906214,7.0,1.3689761649371996
14,10.675325757048505,14.579835686032549,4.0,2.067235724412559
15,13.807006176081412,15.5783445612517,5.0,1.9740850937702858
16,13.284788328330226,14.298924972726114,7.0,1.6006900518670855
17,12.567675128480655,14.607826462963489,4.0,1.8248316995515634
18,9.894497325568569,14.119898822742218,6.0,2.630388903236434
19,14.087437773833638,16.59511629133965,6.0,2.4804936381919602
20,6.515548238225954,10.048261251888501,6.0,1.458869534989913
21,6.756653472324271,10.208454937567918,4.0,1.3319026050836447
22,13.526997715063095,14.454180337882265,4.0,1.5191919468530308
23,12.313111477996259,14.903888384188557,7.0,1.9993792497419873
24,22.767094227083174,18.354049487283955,6.0,1.2046548854961623
25,25.720003623816638,20.215212155570395,5.0,1.5241148761212182
26,13.668483801314986,14.50349030436794,5.0,1.3166603178597918
27,11.653607070169356,15.346011650914312,5.0,2.720331640128281
28,17.509996373443187,16.763528807872294,6.0,1.6766965330855776
29,18.344769649692523,19.002440144641156,6.0,2.5011142330273404
30,10.2315103715427,12.743159611201897,5.0,1.4004922411966656
31,12.950473792765186,15.261395424068006,6.0,2.021107707010519
32,17.22570775578738,17.97359541774674,5.0,2.4360205620547744
33,14.979812084021898,16.828597161501644,6.0,1.9254997581029083
34,26.82634198619199,20.47303158180884,8.0,1.5035627701985796
35,12.533598871644584,14.858684568482563,5.0,1.782475470142695
36,14.731487310086614,15.48830119701928,6.0,1.820836507177892
37,13.490486327537237,15.568470800367477,6.0,1.9423232369906158
38,10.814738892085296,13.426136505851384,5.0,1.7378572648934394
39,23.144418865325957,20.56049721816367,5.0,2.1936815034498984
40,13.936564888511766,16.469946443206688,5.0,2.371482467833319
41,21.331809211752883,19.73147418528913,6.0,2.1167657137046296
42,11.547187586364997,14.990857416278596,7.0,2.2982661485544154
43,67.77776641911383,32.68662070031346,6.0,2.764547017652935
44,17.166425446638254,17.890070487722337,6.0,2.1794165327056407
45,21.765073907878207,18.92126414631,7.0,1.9911330837906935
46,21.41399696951852,22.710121005976877,5.0,3.2706176652107075
47,9.822219809880488,13.679669106922248,4.0,1.8718799422440764
48,21.531694755212378,20.01136314682754,4.0,2.0403914268734447
49,19.23547875464822,19.613504588296717,5.0,2.7459147487891555
51,53.5407359564637,28.50543903136849,9.0,1.3570811158745621
52,1.0742751451292387,3.7672466974296595,4.0,1.2272542219122198
53,27.739541032283103,23.336733330707176,4.0,2.3795554344141405
54,29.322374583802787,23.8776169060081,4.0,2.7747664647416403
55,1.4733896044469124,4.921650324838274,3.0,1.4510438809680442
56,15.358843582541931,19.38255998638919,6.0,3.6599448848947684
57,46.40720470807375,26.38991027623622,6.0,1.294953279555179
58,14.281563969726387,17.08725612016895,5.0,2.7438813737409644
59,11.18841955458047,13.481754250208686,5.0,1.929030530505519
60,8.41732972532346,12.04268843110408,6.0,1.98953664658081
61,20.495555093146063,18.793216685857157,7.0,2.057733609291596
62,25.15642545551078,21.45199677764958,5.0,2.274384291966004
63,14.004801864870409,15.374087291526065,6.0,2.107362642975508
64,12.954905276615403,14.158104029138833,6.0,1.4288740104353086
65,17.048011286614575,16.4873551832851,5.0,1.7628120048284739
66,20.145139426483574,17.789570334624813,4.0,2.078914844445876
67,21.67183232399344,20.802791802374298,4.0,2.5880498507291883
68,14.121771156612914,17.16924430565822,4.0,3.447725508057838
69,31.357023703434137,21.52546224344864,6.0,1.3016182570442763
70,20.801435290865083,20.313294734897255,5.0,2.501080338174048
71,11.319396210486204,14.440560291485086,5.0,2.2737865089583473
72,11.564885350045587,14.885141579512396,3.0,3.0447890243795457
73,3.5430148065899987,7.191056334559984,4.0,1.8719606293847944
74,15.021287101919272,16.429452560037774,5.0,2.214893718236909
75,21.561037097826386,18.543533971820736,5.0,1.939481120538756
